SIZE,TRESHOLD,TIME,
100000,0,0.07780000000000001
100000,1,0.07866666666666666
100000,2,0.07453333333333334
100000,3,0.06593333333333334
100000,4,0.064
100000,5,0.05346666666666667
100000,6,0.06246666666666666
100000,7,0.05853333333333334
100000,8,0.06080000000000001
100000,9,0.059800000000000006
100000,10,0.06393333333333333
100000,11,0.05840000000000001
100000,12,0.06626666666666667
100000,13,0.057600000000000005
100000,14,0.06746666666666666
100000,15,0.0674
100000,16,0.06886666666666667
100000,17,0.0654
100000,18,0.06860000000000001
100000,19,0.0642
100000,20,0.06086666666666667
100000,21,0.06286666666666668
100000,22,0.065
100000,23,0.06180000000000001
100000,24,0.0692
200000,0,0.13433333333333333
200000,1,0.1419333333333333
200000,2,0.13540000000000002
200000,3,0.12240000000000001
200000,4,0.11506666666666668
200000,5,0.11493333333333333
200000,6,0.10793333333333331
200000,7,0.10566666666666667
200000,8,0.10566666666666666
200000,9,0.10793333333333335
200000,10,0.11626666666666668
200000,11,0.11886666666666669
200000,12,0.11013333333333332
200000,13,0.11693333333333335
200000,14,0.11680000000000001
200000,15,0.12293333333333333
200000,16,0.11626666666666667
200000,17,0.11380000000000004
200000,18,0.11960000000000001
200000,19,0.12026666666666669
200000,20,0.1154
200000,21,0.11893333333333335
200000,22,0.11553333333333335
200000,23,0.11213333333333333
200000,24,0.11700000000000002
300000,0,0.20886666666666664
300000,1,0.20679999999999998
300000,2,0.2080666666666667
300000,3,0.17479999999999998
300000,4,0.17146666666666668
300000,5,0.1557333333333333
300000,6,0.15686666666666668
300000,7,0.1568
300000,8,0.1585333333333333
300000,9,0.15193333333333334
300000,10,0.1656
300000,11,0.1665333333333333
300000,12,0.16506666666666667
300000,13,0.16566666666666668
300000,14,0.16579999999999998
300000,15,0.17106666666666664
300000,16,0.1718666666666667
300000,17,0.17506666666666668
300000,18,0.1656
300000,19,0.191
300000,20,0.2036666666666667
300000,21,0.1994
300000,22,0.2038
300000,23,0.20780000000000004
300000,24,0.20386666666666667
400000,0,0.2727333333333333
400000,1,0.26793333333333336
400000,2,0.2684666666666667
400000,3,0.25193333333333334
400000,4,0.2184
400000,5,0.21833333333333332
400000,6,0.2184
400000,7,0.21106666666666665
400000,8,0.21333333333333337
400000,9,0.21133333333333335
400000,10,0.20986666666666665
400000,11,0.21613333333333334
400000,12,0.21993333333333337
400000,13,0.23033333333333336
400000,14,0.23286666666666667
400000,15,0.2336666666666667
400000,16,0.23353333333333337
400000,17,0.24273333333333333
400000,18,0.23773333333333335
400000,19,0.23413333333333336
400000,20,0.23519999999999994
400000,21,0.23446666666666668
400000,22,0.23933333333333331
400000,23,0.24246666666666666
400000,24,0.24093333333333336
500000,0,0.32246666666666673
500000,1,0.3232666666666667
500000,2,0.31973333333333337
500000,3,0.27166666666666667
500000,4,0.2697333333333333
500000,5,0.25586666666666663
500000,6,0.2503333333333333
500000,7,0.24853333333333333
500000,8,0.24706666666666663
500000,9,0.26186666666666675
500000,10,0.2658666666666667
500000,11,0.2601333333333334
500000,12,0.2609333333333333
500000,13,0.2601333333333334
500000,14,0.25606666666666666
500000,15,0.2622
500000,16,0.29433333333333334
500000,17,0.3078666666666667
500000,18,0.3084666666666667
500000,19,0.3098666666666666
500000,20,0.3094
500000,21,0.30659999999999993
500000,22,0.31093333333333334
500000,23,0.32360000000000005
500000,24,0.3156666666666667
600000,0,0.407
600000,1,0.4090666666666667
600000,2,0.40119999999999995
600000,3,0.3452
600000,4,0.32846666666666663
600000,5,0.32353333333333345
600000,6,0.31059999999999993
600000,7,0.30539999999999995
600000,8,0.3027333333333333
600000,9,0.30926666666666663
600000,10,0.3310666666666667
600000,11,0.33246666666666674
600000,12,0.33193333333333336
600000,13,0.3268000000000001
600000,14,0.3302666666666667
600000,15,0.33259999999999995
600000,16,0.3284000000000001
600000,17,0.3290666666666667
600000,18,0.3299333333333333
600000,19,0.3752666666666666
600000,20,0.41606666666666664
600000,21,0.4291333333333334
600000,22,0.41493333333333327
600000,23,0.42293333333333333
600000,24,0.4133333333333333
700000,0,0.4934
700000,1,0.5055999999999999
700000,2,0.5055999999999999
700000,3,0.41553333333333325
700000,4,0.3908000000000001
700000,5,0.3932666666666666
700000,6,0.3733333333333333
700000,7,0.368
700000,8,0.3592
700000,9,0.3594666666666667
700000,10,0.38159999999999994
700000,11,0.3806
700000,12,0.4053333333333334
700000,13,0.4003333333333334
700000,14,0.40279999999999994
700000,15,0.4028666666666666
700000,16,0.40166666666666667
700000,17,0.4064
700000,18,0.40453333333333336
700000,19,0.39686666666666665
700000,20,0.39486666666666675
700000,21,0.4096
700000,22,0.4723999999999999
700000,23,0.5305333333333333
700000,24,0.5274
800000,0,0.5429999999999999
800000,1,0.559
800000,2,0.5559333333333333
800000,3,0.4932666666666667
800000,4,0.43326666666666663
800000,5,0.4289333333333334
800000,6,0.43773333333333325
800000,7,0.42519999999999997
800000,8,0.4348666666666667
800000,9,0.42726666666666674
800000,10,0.4247333333333334
800000,11,0.4277333333333334
800000,12,0.4294
800000,13,0.4659333333333333
800000,14,0.4868
800000,15,0.4899333333333333
800000,16,0.4972666666666667
800000,17,0.494
800000,18,0.4940666666666666
800000,19,0.49579999999999996
800000,20,0.4895999999999999
800000,21,0.4953333333333333
800000,22,0.49000000000000005
800000,23,0.49413333333333326
800000,24,0.4875333333333334
900000,0,0.6101333333333333
900000,1,0.6106
900000,2,0.6174666666666666
900000,3,0.5323333333333334
900000,4,0.49039999999999995
900000,5,0.4708
900000,6,0.47153333333333336
900000,7,0.4861333333333333
900000,8,0.4975333333333333
900000,9,0.48560000000000003
900000,10,0.48753333333333326
900000,11,0.48713333333333336
900000,12,0.48886666666666667
900000,13,0.4800666666666666
900000,14,0.49866666666666665
900000,15,0.5794666666666667
900000,16,0.5760000000000001
900000,17,0.5812666666666666
900000,18,0.5816666666666667
900000,19,0.5814
900000,20,0.5817333333333334
900000,21,0.584
900000,22,0.5818
900000,23,0.5928666666666668
900000,24,0.5882666666666666
1000000,0,0.7420000000000001
1000000,1,0.676
1000000,2,0.6944666666666666
1000000,3,0.6341333333333332
1000000,4,0.6529333333333335
1000000,5,0.5934
1000000,6,0.6164666666666668
1000000,7,0.5950000000000001
1000000,8,0.6142666666666667
1000000,9,0.6091333333333334
1000000,10,0.6452000000000001
1000000,11,0.6231333333333334
1000000,12,0.6226666666666666
1000000,13,0.61
1000000,14,0.6014666666666667
1000000,15,0.6176666666666666
1000000,16,0.6967999999999999
1000000,17,0.7688666666666666
1000000,18,0.7586666666666666
1000000,19,0.6714666666666665
1000000,20,0.6707333333333332
1000000,21,0.6732666666666666
1000000,22,0.6732666666666668
1000000,23,0.7155333333333332
1000000,24,0.7408
